P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
3393,wheat tomato forest floral light,"Manufacturer#2","Brand#23",PROMO POLISHED TIN,16,SM PACK,1296.39,ording to the sl
3394,black lemon powder linen medium,"Manufacturer#4","Brand#41",PROMO BURNISHED NICKEL,33,JUMBO BAG,1297.39, regular i
3395,sienna moccasin powder chocolate antique,"Manufacturer#1","Brand#13",STANDARD BURNISHED COPPER,17,JUMBO DRUM,1298.39,le quickly s
3396,steel white brown peru aquamarine,"Manufacturer#3","Brand#34",ECONOMY POLISHED TIN,11,JUMBO PACK,1299.39,ts. blithely b
3397,blanched deep floral beige puff,"Manufacturer#2","Brand#22",PROMO POLISHED BRASS,35,SM PKG,1300.39,ven pinto beans solve 
3398,puff antique orchid maroon pink,"Manufacturer#5","Brand#52",SMALL BRUSHED STEEL,8,SM CASE,1301.39,cuses acr
3399,thistle medium seashell honeydew ghost,"Manufacturer#1","Brand#11",ECONOMY BURNISHED NICKEL,18,WRAP PACK,1302.39,. unusu
3400,honeydew tomato hot sandy rosy,"Manufacturer#2","Brand#24",LARGE ANODIZED TIN,20,WRAP BAG,1303.40,posits caj
3401,indian steel forest gainsboro slate,"Manufacturer#4","Brand#42",MEDIUM PLATED BRASS,33,MED JAR,1304.40,ial packages haggl
3402,saddle peru hot aquamarine navajo,"Manufacturer#5","Brand#52",ECONOMY ANODIZED COPPER,6,MED JAR,1305.40,". even, bold dugouts a"
3403,papaya red white lemon coral,"Manufacturer#4","Brand#45",MEDIUM BURNISHED TIN,8,WRAP BOX,1306.40,press packages
3404,orange chiffon bisque metallic coral,"Manufacturer#2","Brand#24",SMALL BURNISHED COPPER,20,WRAP CASE,1307.40,ut the ironic Tiresi
3405,almond turquoise salmon gainsboro deep,"Manufacturer#4","Brand#42",PROMO POLISHED STEEL,29,SM CAN,1308.40,sly blithe g
3406,smoke lace bisque navajo peach,"Manufacturer#2","Brand#24",SMALL PLATED COPPER,8,MED CAN,1309.40,ag accounts. slyl
3407,orchid powder sandy frosted red,"Manufacturer#4","Brand#43",STANDARD BRUSHED NICKEL,40,JUMBO CASE,1310.40,as sleep. regular
3408,seashell honeydew brown lace papaya,"Manufacturer#3","Brand#31",ECONOMY PLATED COPPER,49,LG CASE,1311.40,deposits unwind fi
3409,plum papaya tan black frosted,"Manufacturer#1","Brand#15",ECONOMY ANODIZED STEEL,33,WRAP BOX,1312.40,"slyly. regular, pe"
3410,deep green firebrick plum rose,"Manufacturer#1","Brand#12",ECONOMY BRUSHED STEEL,16,WRAP CAN,1313.41, packages. slyly iron
3411,metallic dim rose bisque red,"Manufacturer#2","Brand#23",PROMO ANODIZED TIN,14,MED PACK,1314.41,theodol
3412,red gainsboro deep linen sienna,"Manufacturer#5","Brand#54",STANDARD BURNISHED COPPER,19,WRAP CAN,1315.41,unusual pinto beans. 
3413,thistle yellow grey beige sky,"Manufacturer#5","Brand#55",SMALL PLATED COPPER,7,JUMBO JAR,1316.41, pinto beans wa
3414,chiffon maroon azure turquoise red,"Manufacturer#2","Brand#22",SMALL ANODIZED TIN,33,WRAP JAR,1317.41,oxes: 
3415,lavender sienna salmon blanched burlywood,"Manufacturer#4","Brand#43",STANDARD POLISHED NICKEL,34,SM BAG,1318.41,se careful
3416,lime cyan black tan turquoise,"Manufacturer#5","Brand#55",STANDARD ANODIZED COPPER,22,SM CASE,1319.41,ly quiet excuses sle
3417,blush gainsboro tan coral maroon,"Manufacturer#4","Brand#41",ECONOMY BRUSHED TIN,13,JUMBO CAN,1320.41,ges across t
3418,light magenta blue medium salmon,"Manufacturer#4","Brand#41",LARGE PLATED STEEL,34,WRAP PKG,1321.41,blithely above the sl
3419,mint khaki lavender snow metallic,"Manufacturer#4","Brand#43",LARGE PLATED BRASS,18,JUMBO PACK,1322.41, are even depen
3420,navy deep burlywood cyan firebrick,"Manufacturer#2","Brand#23",ECONOMY ANODIZED TIN,30,SM CAN,1323.42,s was carefully bl
3421,blanched tan smoke cornsilk slate,"Manufacturer#4","Brand#44",ECONOMY BURNISHED STEEL,29,MED CASE,1324.42,to beans use careful
3422,ghost medium moccasin deep khaki,"Manufacturer#3","Brand#34",LARGE PLATED TIN,2,WRAP DRUM,1325.42,idle acco
3423,peru navy blanched white khaki,"Manufacturer#4","Brand#45",STANDARD PLATED NICKEL,15,MED PACK,1326.42,es wak
3424,cornsilk dodger tomato powder white,"Manufacturer#5","Brand#54",MEDIUM ANODIZED STEEL,38,JUMBO PKG,1327.42,theodolites. furiously
3425,navajo orchid cyan burlywood saddle,"Manufacturer#5","Brand#53",ECONOMY POLISHED NICKEL,20,SM CASE,1328.42,posits 
3426,frosted peru metallic indian olive,"Manufacturer#5","Brand#52",SMALL ANODIZED COPPER,41,MED CASE,1329.42,final packages haggle
3427,yellow chartreuse bisque linen pale,"Manufacturer#5","Brand#55",SMALL ANODIZED NICKEL,45,SM BOX,1330.42,ular p
3428,violet yellow purple wheat blanched,"Manufacturer#5","Brand#55",STANDARD BURNISHED COPPER,45,WRAP PACK,1331.42,final packages serve 
3429,antique frosted black aquamarine orchid,"Manufacturer#4","Brand#42",SMALL ANODIZED NICKEL,27,LG BAG,1332.42,leep carefully agai
3430,metallic antique orchid medium coral,"Manufacturer#5","Brand#53",ECONOMY ANODIZED NICKEL,12,MED JAR,1333.43,he sl
3431,chocolate blanched maroon deep blush,"Manufacturer#3","Brand#33",SMALL POLISHED TIN,10,SM BAG,1334.43,e dolphins
3432,sky salmon royal cornsilk red,"Manufacturer#5","Brand#54",PROMO BRUSHED BRASS,27,LG BOX,1335.43,ly final reques
3433,mint drab lime aquamarine azure,"Manufacturer#1","Brand#13",MEDIUM BURNISHED COPPER,24,WRAP PACK,1336.43,dolites snooze qui
3434,green grey forest indian floral,"Manufacturer#4","Brand#42",PROMO ANODIZED COPPER,10,MED CAN,1337.43,"ic, bold ex"
3435,hot moccasin burlywood slate lavender,"Manufacturer#3","Brand#33",STANDARD BRUSHED COPPER,28,MED BAG,1338.43, regular 
3436,burnished hot white orange saddle,"Manufacturer#5","Brand#55",SMALL ANODIZED COPPER,20,MED PKG,1339.43, furiously sp
3437,grey chartreuse thistle blush honeydew,"Manufacturer#2","Brand#22",LARGE ANODIZED BRASS,6,LG PKG,1340.43,lithely cl
3438,violet orchid spring tan cream,"Manufacturer#3","Brand#33",PROMO PLATED BRASS,46,MED CAN,1341.43,ic theodolites cajol
3439,midnight coral peach powder burnished,"Manufacturer#3","Brand#32",STANDARD BURNISHED BRASS,42,SM JAR,1342.43,uickly 
3440,seashell hot cyan cornsilk burlywood,"Manufacturer#4","Brand#45",SMALL POLISHED TIN,6,JUMBO PKG,1343.44, furiously across t
3441,peru lavender blue dark ghost,"Manufacturer#1","Brand#15",LARGE PLATED COPPER,43,SM BAG,1344.44,hrough
3442,sienna grey saddle green papaya,"Manufacturer#3","Brand#32",LARGE BURNISHED STEEL,16,LG PACK,1345.44,lly ev
3443,wheat smoke indian misty papaya,"Manufacturer#2","Brand#23",PROMO ANODIZED BRASS,22,MED CASE,1346.44,en requests
3444,puff peru tan papaya powder,"Manufacturer#4","Brand#41",STANDARD BURNISHED TIN,38,WRAP PKG,1347.44,"ts! pending,"
3445,linen bisque deep puff plum,"Manufacturer#5","Brand#54",SMALL PLATED BRASS,4,JUMBO CASE,1348.44,ies cajo
3446,khaki magenta indian maroon violet,"Manufacturer#1","Brand#12",LARGE ANODIZED TIN,40,WRAP CASE,1349.44,lly ironic packa
3447,drab sky pink cream rose,"Manufacturer#5","Brand#51",SMALL ANODIZED COPPER,49,WRAP BAG,1350.44,xpress packa
3448,magenta lime navy aquamarine salmon,"Manufacturer#3","Brand#35",SMALL BURNISHED STEEL,17,MED DRUM,1351.44,ding in
3449,midnight misty blue papaya olive,"Manufacturer#3","Brand#35",STANDARD POLISHED BRASS,2,JUMBO DRUM,1352.44,beans sle
3450,cornsilk steel burnished sky lemon,"Manufacturer#4","Brand#41",SMALL ANODIZED BRASS,14,MED CAN,1353.45,ffily final a
3451,puff ghost lavender grey hot,"Manufacturer#3","Brand#35",SMALL BURNISHED COPPER,17,WRAP DRUM,1354.45,carefully against
3452,navajo steel chartreuse honeydew snow,"Manufacturer#2","Brand#21",MEDIUM BRUSHED STEEL,33,JUMBO PKG,1355.45,across the pe
3453,firebrick misty chiffon dark puff,"Manufacturer#5","Brand#51",PROMO POLISHED NICKEL,9,WRAP CAN,1356.45,ic excus
3454,azure deep snow tomato white,"Manufacturer#3","Brand#31",MEDIUM ANODIZED COPPER,14,WRAP PKG,1357.45,ous packages sleep ac
3455,linen powder plum dark red,"Manufacturer#2","Brand#25",STANDARD BRUSHED NICKEL,25,LG CASE,1358.45,ts boost blithely
3456,purple dark deep peach rosy,"Manufacturer#4","Brand#45",MEDIUM POLISHED COPPER,44,SM DRUM,1359.45,fily o
3457,linen chiffon rose tan coral,"Manufacturer#5","Brand#51",STANDARD ANODIZED NICKEL,3,LG CAN,1360.45,ly ironic pint
3458,lemon aquamarine snow lavender rose,"Manufacturer#5","Brand#51",PROMO PLATED BRASS,23,LG BAG,1361.45,er the silent pa
3459,almond peach goldenrod white cornflower,"Manufacturer#3","Brand#31",MEDIUM BRUSHED BRASS,24,SM DRUM,1362.45,es. slyly bold 
3460,lace tan yellow papaya hot,"Manufacturer#3","Brand#33",PROMO BRUSHED BRASS,43,MED CASE,1363.46,. quickly f
3461,cornflower dim moccasin linen dodger,"Manufacturer#3","Brand#35",MEDIUM PLATED BRASS,23,WRAP DRUM,1364.46,y slow asymptote
3462,tan ghost beige snow rose,"Manufacturer#1","Brand#14",PROMO BRUSHED BRASS,35,MED JAR,1365.46,even theodolite
3463,brown royal cornsilk cyan hot,"Manufacturer#1","Brand#15",ECONOMY PLATED BRASS,16,LG BAG,1366.46,are slyly un
3464,linen tan cornsilk spring medium,"Manufacturer#4","Brand#45",MEDIUM POLISHED NICKEL,29,LG PACK,1367.46,ckages cajole slyly al
3465,rose steel chocolate tomato wheat,"Manufacturer#2","Brand#22",ECONOMY BRUSHED BRASS,20,JUMBO BAG,1368.46,haggle against t
3466,ghost slate sienna peach dodger,"Manufacturer#1","Brand#14",PROMO POLISHED TIN,41,WRAP BAG,1369.46,lly regular realms af
3467,beige burnished medium firebrick bisque,"Manufacturer#4","Brand#44",MEDIUM ANODIZED COPPER,45,WRAP PKG,1370.46,ess tithes. foxes w
3468,deep grey tan green rose,"Manufacturer#4","Brand#42",ECONOMY ANODIZED NICKEL,37,JUMBO PKG,1371.46, slyly about
3469,dark indian light sandy pale,"Manufacturer#5","Brand#55",PROMO PLATED NICKEL,23,SM CAN,1372.46,eposits nod carefu
3470,lime purple firebrick misty cornsilk,"Manufacturer#3","Brand#33",ECONOMY BRUSHED COPPER,23,LG CASE,1373.47,g excus
3471,spring cream green light tan,"Manufacturer#4","Brand#41",ECONOMY POLISHED STEEL,2,SM BAG,1374.47,"s. regular, spe"
3472,khaki coral burnished blue turquoise,"Manufacturer#2","Brand#25",PROMO BURNISHED NICKEL,36,LG JAR,1375.47,e requests. furious
3473,floral tomato cream light wheat,"Manufacturer#2","Brand#25",MEDIUM ANODIZED NICKEL,7,MED BAG,1376.47,ages along the
3474,smoke puff aquamarine azure burlywood,"Manufacturer#3","Brand#34",LARGE PLATED STEEL,40,WRAP DRUM,1377.47,ake befo
3475,mint indian orchid royal powder,"Manufacturer#3","Brand#32",STANDARD PLATED BRASS,13,JUMBO DRUM,1378.47, are after
3476,midnight frosted blanched royal black,"Manufacturer#5","Brand#54",ECONOMY BURNISHED NICKEL,32,MED CASE,1379.47,press reques
3477,smoke firebrick sienna yellow wheat,"Manufacturer#5","Brand#52",MEDIUM ANODIZED STEEL,39,JUMBO CASE,1380.47,ng foxes sleep about
3478,turquoise indian peach mint royal,"Manufacturer#1","Brand#15",STANDARD BURNISHED NICKEL,30,LG CAN,1381.47, blithely. f
3479,moccasin sienna coral peru black,"Manufacturer#3","Brand#34",SMALL ANODIZED TIN,25,MED BAG,1382.47,n sauternes wake 
3480,spring aquamarine olive chartreuse hot,"Manufacturer#5","Brand#54",STANDARD POLISHED COPPER,21,MED CAN,1383.48,ly ex
3481,sandy orange mint navy chartreuse,"Manufacturer#1","Brand#14",ECONOMY ANODIZED BRASS,6,LG CAN,1384.48,slyly 
3482,blue saddle cornflower thistle yellow,"Manufacturer#2","Brand#21",PROMO PLATED TIN,47,SM JAR,1385.48,inal packages are ac
3483,pale magenta pink metallic green,"Manufacturer#4","Brand#45",PROMO POLISHED NICKEL,46,WRAP CASE,1386.48,e. packages slee
3484,chiffon plum red frosted puff,"Manufacturer#2","Brand#23",LARGE PLATED TIN,24,JUMBO PACK,1387.48,foxes. quickl
3485,olive chartreuse puff smoke frosted,"Manufacturer#3","Brand#31",PROMO POLISHED COPPER,50,MED CASE,1388.48,ve the p
3486,turquoise chocolate maroon midnight orange,"Manufacturer#2","Brand#24",ECONOMY BRUSHED STEEL,29,SM JAR,1389.48,es. boldly even in
3487,slate pale midnight sandy rose,"Manufacturer#3","Brand#31",MEDIUM BURNISHED STEEL,43,WRAP DRUM,1390.48,ly regular 
3488,lime powder turquoise honeydew medium,"Manufacturer#5","Brand#55",ECONOMY POLISHED NICKEL,8,WRAP CASE,1391.48,ts are carefull
3489,grey black firebrick steel powder,"Manufacturer#4","Brand#41",SMALL BURNISHED NICKEL,33,MED BAG,1392.48,elieve fluffily upon 
3490,rosy blush lace frosted purple,"Manufacturer#3","Brand#33",SMALL POLISHED TIN,19,LG PACK,1393.49,ts haggl
3491,thistle lime white firebrick misty,"Manufacturer#1","Brand#15",SMALL BRUSHED BRASS,28,SM CAN,1394.49,g theodolites
3492,frosted ghost lace lawn hot,"Manufacturer#2","Brand#25",STANDARD PLATED NICKEL,46,SM CAN,1395.49,ehind the 
3493,salmon thistle medium drab chartreuse,"Manufacturer#2","Brand#21",LARGE BRUSHED BRASS,25,JUMBO CAN,1396.49," regular, sile"
3494,dark lace moccasin powder linen,"Manufacturer#2","Brand#25",PROMO BRUSHED NICKEL,27,WRAP BOX,1397.49,ter the final dep
3495,blue blush mint orange cream,"Manufacturer#2","Brand#23",LARGE BURNISHED BRASS,42,WRAP JAR,1398.49,ress instruction
3496,wheat saddle floral cream navy,"Manufacturer#3","Brand#32",ECONOMY ANODIZED STEEL,35,SM DRUM,1399.49,ajole f
3497,firebrick sandy indian lime salmon,"Manufacturer#1","Brand#12",MEDIUM BURNISHED BRASS,10,JUMBO PACK,1400.49,fily across 
3498,orchid goldenrod deep light aquamarine,"Manufacturer#2","Brand#25",MEDIUM POLISHED COPPER,40,MED DRUM,1401.49,lly unusual account
3499,thistle lawn antique navy metallic,"Manufacturer#2","Brand#21",LARGE POLISHED TIN,49,JUMBO PACK,1402.49,"t packages. bold, "
3500,ghost steel forest azure chiffon,"Manufacturer#5","Brand#53",PROMO BRUSHED NICKEL,12,JUMBO CASE,1403.50,deposits
3501,pink ghost frosted puff floral,"Manufacturer#4","Brand#43",PROMO BRUSHED BRASS,36,LG CAN,1404.50,ut the busily pend
3502,navajo burnished lawn orange thistle,"Manufacturer#3","Brand#35",LARGE BRUSHED NICKEL,15,WRAP CASE,1405.50,slyly even ideas
3503,green black sienna olive honeydew,"Manufacturer#3","Brand#34",PROMO ANODIZED TIN,14,LG BAG,1406.50, requests. fin
3504,indian puff cream cornflower turquoise,"Manufacturer#2","Brand#22",ECONOMY POLISHED COPPER,21,SM CASE,1407.50,g the 
3505,blush yellow moccasin sky grey,"Manufacturer#5","Brand#55",LARGE BRUSHED TIN,1,JUMBO DRUM,1408.50,fluffily across the q
3506,puff chocolate azure gainsboro tan,"Manufacturer#1","Brand#11",SMALL BRUSHED TIN,7,MED JAR,1409.50,gside of the carefully
3507,saddle rose lavender firebrick forest,"Manufacturer#1","Brand#15",PROMO BURNISHED TIN,28,SM BAG,1410.50, dependencies ru
3508,smoke peach sienna dark magenta,"Manufacturer#1","Brand#15",SMALL ANODIZED STEEL,44,SM DRUM,1411.50,regular pinto beans n
3509,navy coral mint ivory cornsilk,"Manufacturer#1","Brand#12",STANDARD BURNISHED BRASS,23,MED DRUM,1412.50,ave to wake. re
3510,olive spring indian bisque misty,"Manufacturer#2","Brand#24",LARGE BURNISHED NICKEL,33,JUMBO PACK,1413.51,e platelets. inst
3511,white slate blush burnished red,"Manufacturer#5","Brand#55",PROMO BRUSHED BRASS,10,JUMBO CASE,1414.51,nic dolphins.
3512,plum drab chiffon puff turquoise,"Manufacturer#3","Brand#32",SMALL ANODIZED COPPER,11,JUMBO JAR,1415.51,atelets. care
3513,lawn orchid floral rose cream,"Manufacturer#4","Brand#42",LARGE BRUSHED TIN,35,MED JAR,1416.51,ometime
3514,firebrick steel frosted coral smoke,"Manufacturer#5","Brand#53",MEDIUM PLATED COPPER,27,MED JAR,1417.51,packages kindle blithe
3515,grey frosted dodger spring lavender,"Manufacturer#2","Brand#23",MEDIUM PLATED COPPER,22,JUMBO CASE,1418.51, accounts are a
3516,mint saddle white royal plum,"Manufacturer#5","Brand#51",PROMO BURNISHED COPPER,33,SM JAR,1419.51,lithe
3517,blanched saddle slate aquamarine gainsboro,"Manufacturer#1","Brand#11",PROMO BRUSHED COPPER,37,WRAP BAG,1420.51, the 
3518,tan powder blush spring indian,"Manufacturer#2","Brand#25",LARGE PLATED TIN,23,JUMBO BAG,1421.51,es detect 
3519,navy steel floral bisque lemon,"Manufacturer#4","Brand#43",MEDIUM ANODIZED STEEL,19,SM DRUM,1422.51,"o the final, pend"
3520,grey red slate thistle turquoise,"Manufacturer#5","Brand#55",PROMO POLISHED COPPER,10,SM CASE,1423.52,requests use furious
3521,blue moccasin salmon tan sky,"Manufacturer#5","Brand#51",ECONOMY BURNISHED NICKEL,16,LG BAG,1424.52,ate blithely th
3522,honeydew navy ivory powder snow,"Manufacturer#5","Brand#51",STANDARD BRUSHED STEEL,40,WRAP BAG,1425.52,nstructio
3523,mint dodger smoke yellow black,"Manufacturer#1","Brand#14",SMALL PLATED STEEL,14,SM PACK,1426.52," the regular, unusu"
3524,chocolate honeydew cream navy khaki,"Manufacturer#3","Brand#34",SMALL PLATED STEEL,40,MED PACK,1427.52,final 
3525,beige green azure ivory black,"Manufacturer#5","Brand#51",ECONOMY ANODIZED TIN,24,WRAP PACK,1428.52,into 
3526,honeydew maroon medium peach orchid,"Manufacturer#4","Brand#43",SMALL PLATED NICKEL,38,LG JAR,1429.52,thely sl
3527,blanched lavender blue slate firebrick,"Manufacturer#4","Brand#41",MEDIUM ANODIZED COPPER,33,LG BAG,1430.52, ironic instr
3528,dark light lavender sky steel,"Manufacturer#2","Brand#24",SMALL POLISHED STEEL,29,WRAP PKG,1431.52,"cies! ironic, regula"
3529,violet sandy yellow medium blush,"Manufacturer#2","Brand#25",MEDIUM BRUSHED COPPER,13,JUMBO PACK,1432.52,ithely abo
3530,mint gainsboro peach seashell black,"Manufacturer#3","Brand#31",STANDARD POLISHED TIN,32,WRAP CASE,1433.53," about the special, s"
3531,cyan magenta red salmon dodger,"Manufacturer#3","Brand#34",ECONOMY BURNISHED NICKEL,2,WRAP CAN,1434.53,c requests. fur
3532,midnight ivory blush lime puff,"Manufacturer#5","Brand#55",SMALL BURNISHED STEEL,20,WRAP PKG,1435.53,packages en
3533,yellow orange tomato olive saddle,"Manufacturer#1","Brand#13",SMALL BURNISHED STEEL,23,MED BAG,1436.53,icing accounts
3534,dodger gainsboro wheat ivory aquamarine,"Manufacturer#4","Brand#41",MEDIUM PLATED NICKEL,18,MED PKG,1437.53,counts hinder 
3535,peach orchid floral deep blue,"Manufacturer#3","Brand#31",PROMO BURNISHED BRASS,12,LG PKG,1438.53, use 
3536,sandy slate orange forest dim,"Manufacturer#3","Brand#31",MEDIUM PLATED BRASS,3,LG PACK,1439.53,iously final acc
3537,brown bisque burnished cornsilk cyan,"Manufacturer#5","Brand#55",MEDIUM BRUSHED BRASS,3,SM PKG,1440.53, enticin
3538,ghost seashell burlywood royal slate,"Manufacturer#1","Brand#13",PROMO POLISHED COPPER,39,MED BAG,1441.53,bove the de
3539,smoke ghost lavender deep cornsilk,"Manufacturer#4","Brand#43",PROMO ANODIZED STEEL,48,SM PACK,1442.53,er the regular ex
3540,spring grey coral ivory misty,"Manufacturer#3","Brand#35",SMALL PLATED BRASS,35,MED PACK,1443.54, deposits. iron
3541,slate pink azure cream tomato,"Manufacturer#5","Brand#54",LARGE PLATED TIN,22,MED BOX,1444.54,pendi
3542,indian pale thistle purple chocolate,"Manufacturer#3","Brand#32",LARGE PLATED TIN,16,JUMBO BAG,1445.54,ng the sly
3543,plum frosted dark forest goldenrod,"Manufacturer#2","Brand#21",PROMO ANODIZED NICKEL,28,MED CASE,1446.54,-- carefully 
3544,thistle mint saddle antique powder,"Manufacturer#3","Brand#31",ECONOMY POLISHED COPPER,49,LG JAR,1447.54,r deposits alongside
3545,floral orchid chiffon sienna cornflower,"Manufacturer#3","Brand#31",PROMO POLISHED NICKEL,13,WRAP BOX,1448.54, according
3546,blanched coral gainsboro ghost linen,"Manufacturer#3","Brand#33",SMALL BRUSHED BRASS,39,WRAP PKG,1449.54,s. carefully even t
3547,moccasin orange orchid puff sienna,"Manufacturer#4","Brand#41",MEDIUM POLISHED TIN,22,MED DRUM,1450.54, haggle regu
3548,navy brown white purple metallic,"Manufacturer#2","Brand#25",MEDIUM BURNISHED COPPER,47,JUMBO BOX,1451.54,bove the furiously ir
3549,sky powder cornflower navy turquoise,"Manufacturer#1","Brand#13",STANDARD BRUSHED COPPER,33,MED BOX,1452.54,tect quic
3550,red cream khaki turquoise medium,"Manufacturer#5","Brand#53",MEDIUM BRUSHED TIN,16,LG DRUM,1453.55,ross the requests. ev
3551,firebrick sandy rose dodger tomato,"Manufacturer#4","Brand#41",PROMO ANODIZED TIN,16,MED PKG,1454.55,sly even excuses are a
3552,chocolate aquamarine almond indian bisque,"Manufacturer#1","Brand#12",PROMO PLATED TIN,15,MED BAG,1455.55,nticing dugo
3553,seashell deep blanched dark azure,"Manufacturer#4","Brand#41",ECONOMY ANODIZED COPPER,40,WRAP BOX,1456.55,ully ironic
3554,chiffon dodger azure floral seashell,"Manufacturer#1","Brand#14",MEDIUM ANODIZED BRASS,5,WRAP BAG,1457.55,express dependencies s
3555,dim magenta deep indian almond,"Manufacturer#2","Brand#22",ECONOMY BRUSHED BRASS,33,SM CASE,1458.55, deposits af
3556,sienna indian saddle tan mint,"Manufacturer#5","Brand#54",LARGE ANODIZED NICKEL,27,MED CASE,1459.55,s against the 
3557,gainsboro cornsilk sandy honeydew brown,"Manufacturer#3","Brand#32",LARGE BURNISHED NICKEL,40,MED PACK,1460.55,y regular as
3558,cornsilk frosted navajo yellow dim,"Manufacturer#2","Brand#25",LARGE PLATED NICKEL,27,JUMBO PACK,1461.55,ul packages a
