O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
87623,893,O,54321.31,1997-03-04,1-URGENT,"Clerk#000000839",0,"gular escapades. blithely final accounts among the special, regular requests"
87648,16,F,44159.52,1992-08-08,5-LOW,"Clerk#000000667",0,ckly express deposits across the furiously f
87649,359,F,124777.25,1994-04-04,5-LOW,"Clerk#000000189",0,ely regular accounts are furiously careful tithes. quickly unusu
87650,1180,P,222990.20,1995-05-19,1-URGENT,"Clerk#000000022",0," instructions across the ironic, express dependencies play busily according to"
87651,2491,F,71439.09,1993-12-01,2-HIGH,"Clerk#000000728",0, slyly pending theodolites sleep carefully. b
87652,695,O,115555.24,1995-08-18,4-NOT SPECIFIED,"Clerk#000000026",0,ays. accounts integrate furiously stealthily even requests. regular 
87653,17,F,161857.11,1992-10-24,4-NOT SPECIFIED,"Clerk#000000967",0,ar deposits breach carefully blithely special somas. instructio
87654,2399,P,159446.54,1995-05-19,4-NOT SPECIFIED,"Clerk#000000575",0,s along the ironic pinto beans haggle among the regularly 
87655,2747,F,270694.07,1993-01-29,1-URGENT,"Clerk#000000773",0,s about the ironic requests shall 
87680,1567,O,45731.45,1995-05-20,2-HIGH,"Clerk#000000514",0,ounts impress blithely express dependencies.
87681,284,F,140640.35,1995-02-13,4-NOT SPECIFIED,"Clerk#000000341",0,ow ideas! final pinto beans integrate around
87682,2150,O,227988.53,1996-09-21,4-NOT SPECIFIED,"Clerk#000000580",0,ily. final foxes mold quickly ironic theodolites? specia
87683,134,O,49267.54,1997-06-28,4-NOT SPECIFIED,"Clerk#000000728",0, express deposits. slyly regular theodolit
87684,2104,O,154648.99,1996-02-07,2-HIGH,"Clerk#000000954",0,even deposits believe slyly abo
87685,433,O,144606.47,1997-07-19,4-NOT SPECIFIED,"Clerk#000000985",0,as snooze around the daringly final fo
87686,2864,F,184583.95,1992-03-17,2-HIGH,"Clerk#000000594",0,olites haggle about the slyly 
87687,1846,F,99559.68,1993-11-27,1-URGENT,"Clerk#000000996",0," fluffily ironic accounts sleep furiously. special, final "
87712,1519,O,8702.36,1996-03-20,5-LOW,"Clerk#000000499",0,ld asymptotes are furiously! blithely regular instructions affix furiously
87713,106,O,145990.42,1996-01-08,5-LOW,"Clerk#000000416",0,"avely. final, silent requ"
87714,1723,O,174910.73,1997-06-10,5-LOW,"Clerk#000000101",0,ke blithely above the asymptotes. 
87715,592,O,82568.59,1996-09-13,2-HIGH,"Clerk#000000891",0,onic requests haggle carefully about the regular excuses. deposits cajole 
87716,2825,F,10579.34,1992-07-28,4-NOT SPECIFIED,"Clerk#000000527",0,s platelets wake blithely final accounts. quickly pending packages hang
87717,194,O,222274.39,1995-12-10,1-URGENT,"Clerk#000000725",0," the even, special accounts nag around the pin"
87718,1670,F,127223.64,1995-01-16,2-HIGH,"Clerk#000000420",0,", regular dependencies. stealthy, ironic packages use unusual packages. b"
87719,256,O,201355.63,1996-02-05,2-HIGH,"Clerk#000000915",0,tes. furiously enticing packages
87744,2035,O,73184.35,1995-10-30,3-MEDIUM,"Clerk#000000637",0,lithely unusual deposits. packages cajole quickly fluffily unusua
87745,73,O,260778.28,1996-10-18,4-NOT SPECIFIED,"Clerk#000000895",0,"usly final dolphins. quiet, express accounts use"
87746,2815,O,4650.58,1996-03-23,2-HIGH,"Clerk#000000097",0,"nto beans. even accounts cajole. final, regular deposits against the ideas wak"
87747,2407,F,212555.83,1993-08-01,2-HIGH,"Clerk#000000539",0,"l, even theodolites are. blithely regular accounts abo"
87748,2405,O,71316.58,1997-03-09,2-HIGH,"Clerk#000000677",0," dependencies integrate final, final requests! "
87749,1403,O,28909.38,1997-05-13,1-URGENT,"Clerk#000000659",0,"pending excuses: even, careful"
87750,2167,O,306569.77,1998-07-07,5-LOW,"Clerk#000000210",0,furiously bold reque
87751,1592,O,251077.06,1998-02-05,2-HIGH,"Clerk#000000506",0, slyly ironic theodolite
87776,235,F,6799.73,1994-05-10,4-NOT SPECIFIED,"Clerk#000000966",0,regular packages. carefully final packages within the carefully even id
87777,685,O,59277.55,1996-04-06,1-URGENT,"Clerk#000000837",0,inal ideas haggle blithely express theodolites. s
87778,2293,F,208208.00,1994-06-27,4-NOT SPECIFIED,"Clerk#000000520",0, nag. carefully final patterns nag slyly pend
87779,2174,O,201418.11,1996-12-28,4-NOT SPECIFIED,"Clerk#000000718",0,"lar packages use packages. quiet, pending tithes haggle furiously slyly i"
87780,1162,F,217651.46,1994-11-04,3-MEDIUM,"Clerk#000000045",0,uickly regular ideas maintain fluffily blithely special foxes:
87781,1555,O,211162.82,1996-09-18,5-LOW,"Clerk#000000166",0,"g the accounts. final, pending accounts along the slyly bold packages use car"
87782,457,O,283575.32,1998-03-13,4-NOT SPECIFIED,"Clerk#000000464",0,equests. bold requests sl
87783,571,F,179502.44,1993-09-01,2-HIGH,"Clerk#000000973",0,s haggle blithely; bold somas are blithely. daring packages through 
87808,907,O,23356.46,1996-02-16,1-URGENT,"Clerk#000000725",0,gular deposits. slyly special pinto beans use slyly. slyly ironic ex
87809,2959,O,55921.18,1997-06-23,4-NOT SPECIFIED,"Clerk#000000717",0,d the carefully regular accounts. carefully regular dolphins wake
87810,2422,F,210519.60,1993-12-07,3-MEDIUM,"Clerk#000000095",0,y silent grouches. ev
87811,1331,F,243146.11,1995-02-14,4-NOT SPECIFIED,"Clerk#000000803",0,ully regular platelets. furiously pending Tiresias sleep. unusual accounts 
87812,2068,O,222178.39,1997-01-21,3-MEDIUM,"Clerk#000000988",0,es. furiously ironic ideas nag slyly blithely special packages: slyly i
87813,940,F,42103.80,1994-03-04,5-LOW,"Clerk#000000231",0,regular excuses. fluffily regular excuses integrate spe
87814,1259,P,169998.26,1995-04-10,1-URGENT,"Clerk#000000766",0,"ts maintain furiously regular, "
87815,1343,F,134076.69,1992-01-09,1-URGENT,"Clerk#000000506",0,osits engage slyly regular ideas! slyly regular accounts above the special 
87840,766,O,27758.96,1997-03-23,5-LOW,"Clerk#000000551",0,ainst the fluffily final
87841,970,O,226490.40,1996-07-30,5-LOW,"Clerk#000000842",0,quiet deposits. furiously unusual pinto bean
87842,1447,O,330174.46,1998-06-30,1-URGENT,"Clerk#000000993",0,regular gifts nag blithely quickly final requests. furiously re
87843,1081,O,107073.22,1996-08-19,2-HIGH,"Clerk#000000341",0,shall nag alongside of the fluffily ironic courts: slyly fin
87844,1876,O,233439.94,1996-04-13,2-HIGH,"Clerk#000000290",0,sits sleep against the carefully pending deposits. quickly brave deposits 
87845,283,O,244706.18,1998-05-16,5-LOW,"Clerk#000000636",0,"blithely regular dependencies. regular, express grouches"
87846,1217,O,72200.82,1996-03-20,4-NOT SPECIFIED,"Clerk#000000744",0,c foxes. final packages sleep furiously about the fluffi
87847,79,F,225168.51,1992-04-21,2-HIGH,"Clerk#000000846",0,ses sleep fluffily at the always even requests. blithely special excus
87872,317,O,67277.29,1997-05-11,4-NOT SPECIFIED,"Clerk#000000846",0," final, regular deposits. regular, final frays wake blithel"
87873,805,O,31472.01,1996-08-07,4-NOT SPECIFIED,"Clerk#000000211",0,ructions. fluffily final dependencies are alongside of the quick 
87874,1723,O,153059.03,1997-04-30,5-LOW,"Clerk#000000083",0,s? furiously final requests cajole furiously about the
87875,82,F,62947.19,1994-09-21,3-MEDIUM,"Clerk#000000726",0, according to the quiet requests
87876,2599,F,323778.33,1992-12-25,2-HIGH,"Clerk#000000930",0,? foxes thrash. quickly express deposits play after the ironically sly fo
87877,2371,O,155215.43,1995-10-02,5-LOW,"Clerk#000000802",0,. blithely regular requ
87878,808,O,88706.84,1995-06-18,5-LOW,"Clerk#000000404",0,"ent deposits doze quickly slyly pending instructions. regular, pending"
87879,889,F,174719.71,1994-04-10,3-MEDIUM,"Clerk#000000640",0, bold packages across the slyly silent platelets nag fu
87904,856,O,292074.74,1997-10-20,1-URGENT,"Clerk#000000081",0,counts. excuses on the fluff
87905,29,O,259482.60,1995-08-11,2-HIGH,"Clerk#000000904",0, packages thrash furiously. blithely unusual foxes nag furiously. fina
87906,922,O,328843.91,1995-12-11,2-HIGH,"Clerk#000000526",0,". platelets boost across the bold, final Tiresias. even requests alongside of"
87907,251,F,115387.44,1994-04-30,5-LOW,"Clerk#000000523",0,s the slyly silent dependencies affix slyly regular
87908,2606,O,112615.88,1997-01-25,1-URGENT,"Clerk#000000910",0,s. quickly final requests affix slyly. specia
87909,598,O,242174.15,1998-01-01,5-LOW,"Clerk#000000244",0,ffix about the ironic escapades. theodolites are slyly according to 
87910,455,O,326596.82,1997-06-27,3-MEDIUM,"Clerk#000000888",0,uests unwind slyly about the furiously regular package
87911,950,O,89773.01,1996-07-30,2-HIGH,"Clerk#000000383",0, quickly express braids. blithely bold accounts sleep acc
87936,292,O,270976.63,1995-08-29,4-NOT SPECIFIED,"Clerk#000000359",0,s. foxes haggle. bl
87937,1669,F,226406.48,1992-07-13,2-HIGH,"Clerk#000000318",0,yly slyly ironic platelets; carefully bold instructions 
87938,1027,F,273820.54,1993-10-23,3-MEDIUM,"Clerk#000000953",0,ey players. slyly even deposits sleep furiously carefully unusual ide
87939,2293,F,178425.12,1994-09-29,4-NOT SPECIFIED,"Clerk#000000126",0, regular excuses. final ideas wake carefully about the 
87940,1684,O,24258.35,1998-06-12,4-NOT SPECIFIED,"Clerk#000000498",0,"ide of the silent foxes. pending, pending ideas wake slyly after the s"
87941,2335,F,74897.27,1994-11-12,2-HIGH,"Clerk#000000440",0,pinto beans are never express packages. blithely ironic accounts
87942,43,F,21824.83,1994-10-15,2-HIGH,"Clerk#000000280",0,ously regular accounts are above the enticingly express pinto beans. blithe
87943,1268,F,253983.35,1993-12-27,1-URGENT,"Clerk#000000596",0,ding to the carefully even excuses are carefully final ideas; foxes nag caref
87968,2290,O,149274.51,1998-06-30,4-NOT SPECIFIED,"Clerk#000000582",0,y regular packages haggle blithely along the requests. finally regular request
87969,2158,F,226485.68,1994-03-16,2-HIGH,"Clerk#000000550",0,ke fluffily. furiously unusual requests eat slyly enticingly regular p
87970,805,O,138516.04,1998-04-21,5-LOW,"Clerk#000000579",0,unusual asymptotes. pending asymptotes use. carefully ironic deposits use
87971,1945,F,199645.48,1994-12-07,1-URGENT,"Clerk#000000948",0,ix blithely across the quickly ironic pinto beans. bl
87972,1249,F,268990.40,1993-12-27,5-LOW,"Clerk#000000643",0,"dle carefully. unusual, "
87973,2525,O,44214.94,1996-03-28,5-LOW,"Clerk#000000864",0,"xcuses sleep even pinto beans. careful packages need to use. regular, regul"
87974,337,F,107504.62,1994-08-15,2-HIGH,"Clerk#000000372",0,"s the ruthless, regular packages cajole always daring instru"
87975,877,O,64801.26,1997-04-15,5-LOW,"Clerk#000000547",0,manent deposits. slyly final 
88000,199,O,32706.60,1998-01-30,4-NOT SPECIFIED,"Clerk#000000410",0,bove the furiously regular deposits. slyly ironi
88001,2101,F,192474.73,1993-04-11,1-URGENT,"Clerk#000000807",0,"ular, special platelets. special accounts"
88002,1022,F,87245.89,1993-08-11,2-HIGH,"Clerk#000000407",0, ideas. regular deposits use according to th
88003,913,O,125679.16,1997-08-18,5-LOW,"Clerk#000000560",0,romise fluffily blithely pending packag
88004,2177,O,289313.23,1998-06-05,4-NOT SPECIFIED,"Clerk#000000587",0, sleep slyly furiousl
88005,808,F,8142.54,1993-06-02,3-MEDIUM,"Clerk#000000149",0,ind idly carefully ironic depen
88006,1972,F,73941.86,1995-01-24,2-HIGH,"Clerk#000000025",0,y regular deposits. slyly express requests are care
88007,904,F,12046.34,1994-08-15,3-MEDIUM,"Clerk#000000103",0,ent requests. carefully final deposits about the regular ideas boos
88032,1237,O,250000.14,1996-05-07,3-MEDIUM,"Clerk#000000289",0,slyly. final excuses wake permanently among the accounts. quietly regular 
88033,34,O,236155.07,1997-10-06,2-HIGH,"Clerk#000000919",0,iously regular requests around the slyly regular packages haggle furio
88034,1471,F,202621.51,1993-02-12,4-NOT SPECIFIED,"Clerk#000000505",0, beans sleep furiously ironically silent theodolites. quickl
88035,2638,F,41774.16,1993-10-05,1-URGENT,"Clerk#000000989",0,"p sometimes pending, regular instructions. unusual warthogs wake blithel"
88036,341,F,91580.82,1994-11-01,5-LOW,"Clerk#000000631",0,hlessly unusual theodolites cajole furiously above the pinto beans.
88037,1588,F,312487.37,1993-10-13,3-MEDIUM,"Clerk#000000680",0," deposits haggle carefully ironic, regular re"
88038,1028,F,233523.56,1993-03-26,4-NOT SPECIFIED,"Clerk#000000825",0,fully: special accounts are carefully.
88039,1072,F,5963.97,1992-09-04,2-HIGH,"Clerk#000000801",0,"onic, pending waters wake blith"
88064,2458,O,52769.96,1997-08-19,2-HIGH,"Clerk#000000745",0,"ithe, busy deposits use bl"
88065,2743,F,152640.08,1993-09-26,3-MEDIUM,"Clerk#000000629",0,sual dolphins sleep silently final id
88066,2143,O,275921.03,1995-10-26,1-URGENT,"Clerk#000000162",0,yly. final dolphins use quickly furiously express requests. even foxes wake af
88067,943,O,288366.16,1996-08-22,4-NOT SPECIFIED,"Clerk#000000776",0, the final accounts. closely ironic ideas are along the furiously final exc
88068,1006,O,195648.85,1995-07-04,5-LOW,"Clerk#000000078",0,gular deposits along the special platelets are
88069,65,O,271080.76,1997-12-05,1-URGENT,"Clerk#000000513",0,"e final accounts haggle quickly slyly regular packages. silent, final depos"
88070,1145,P,207574.78,1995-05-04,3-MEDIUM,"Clerk#000000551",0,old deposits boost fluffily bold theodolites. slyly regular accounts impr
88071,2753,F,142111.88,1994-08-27,2-HIGH,"Clerk#000000183",0, ironic pinto beans. 
88096,1018,O,181332.45,1997-12-17,1-URGENT,"Clerk#000000442",0,inal instructions. fluffily final depos
88097,1904,F,179012.38,1994-07-13,2-HIGH,"Clerk#000000471",0,. blithely express epitaphs nag quickly. slyly ironic foxes cajole furiou
88098,2380,O,204841.96,1996-02-20,3-MEDIUM,"Clerk#000000766",0,ke blithely regular instructi
88099,490,O,195969.72,1996-09-15,2-HIGH,"Clerk#000000827",0,"pecial pinto beans. unusual, final fox"
88100,2500,O,166644.23,1997-12-28,1-URGENT,"Clerk#000000569",0, furiously regular deposits nag about the furiously pending gifts? quickly b
88101,2549,F,156807.26,1993-09-19,4-NOT SPECIFIED,"Clerk#000000810",0,furiously regular pinto beans alongside of the blithely regular ideas nag ac
88102,2143,P,153468.86,1995-02-20,5-LOW,"Clerk#000000145",0,lyly. blithely silent requests 
88103,376,F,180853.54,1994-04-24,4-NOT SPECIFIED,"Clerk#000000604",0,ld deposits detect after the carefu
88128,2,F,57078.82,1992-05-30,2-HIGH,"Clerk#000000033",0,xes use up the packages. slyly bold foxes use; carefully spe
88129,365,O,21651.39,1997-06-17,1-URGENT,"Clerk#000000706",0,"deposits. thin, express accounts use a"
88130,1405,O,215460.13,1997-11-16,4-NOT SPECIFIED,"Clerk#000000822",0,ests sleep against the furiously pendin
88131,2524,F,60822.73,1995-01-24,2-HIGH,"Clerk#000000344",0, excuses are around the furiously express dolphi
88132,2944,O,283233.04,1997-12-02,4-NOT SPECIFIED,"Clerk#000000221",0,theodolites. ironic asymptotes are regularly bold deposits. 
88133,635,O,62468.95,1995-10-03,1-URGENT,"Clerk#000000837",0,. sentiments detect among the courts. fluffily express d
88134,20,F,211266.16,1992-01-24,1-URGENT,"Clerk#000000428",0,wake slyly. furiously regular asy
88135,1453,O,303847.95,1996-01-23,4-NOT SPECIFIED,"Clerk#000000233",0,ess theodolites through the fluffily close ideas ar
88160,1031,O,55787.22,1996-07-29,4-NOT SPECIFIED,"Clerk#000000222",0,theodolites are slyly quickly 
88161,484,F,233335.25,1992-07-17,4-NOT SPECIFIED,"Clerk#000000390",0, regular pinto beans: slyly even packages
88162,1423,O,151730.91,1995-10-28,4-NOT SPECIFIED,"Clerk#000000099",0,ve the blithely silent deposits. regular packages w
88163,1900,O,188771.61,1997-06-29,2-HIGH,"Clerk#000000126",0," thin packages-- final, express deposits affix after the reque"
88164,1576,F,248428.18,1992-06-07,5-LOW,"Clerk#000000498",0,"tructions. final, express "
88165,215,F,123046.08,1994-12-22,4-NOT SPECIFIED,"Clerk#000000333",0,usly: doggedly regular Tiresias sleep quickly above the furiously quiet accoun
88166,196,F,65436.94,1993-04-09,2-HIGH,"Clerk#000000853",0,uses. furiously ironic packages sleep slyly across the b
88167,2047,F,89602.88,1993-01-31,4-NOT SPECIFIED,"Clerk#000000605",0, carefully. pinto beans affix blithely excuses. slyly ironic accounts 
88192,1019,O,266704.06,1996-12-27,3-MEDIUM,"Clerk#000000536",0,s. furiously final theodolites promise carefully
88193,2215,O,211689.93,1997-01-09,5-LOW,"Clerk#000000939",0,ggle according to the fluffily express instructions. slyly ironic requests 
88194,10,F,155993.13,1992-10-29,5-LOW,"Clerk#000000712",0,tes alongside of the slyly iron
88195,2966,F,177125.20,1994-07-03,4-NOT SPECIFIED,"Clerk#000000891",0,totes cajole slyly carefully ironic hockey players. 
88196,1285,O,70578.92,1997-04-22,4-NOT SPECIFIED,"Clerk#000000411",0,"es. silent packages run blithely. final, silent dependencies a"
88197,1351,F,180341.74,1994-11-07,2-HIGH,"Clerk#000000896",0,uickly bold accounts. requests among the regular deposits solve furiou
88198,791,O,29639.98,1997-09-18,1-URGENT,"Clerk#000000204",0,"sleep. busy, ironic deposits above th"
88199,724,F,323331.70,1992-01-01,3-MEDIUM,"Clerk#000000901",0,s boost slyly special accounts. furiously ironic pin
88224,1022,O,197574.24,1995-07-20,3-MEDIUM,"Clerk#000000068",0,ongside of the fluffily ironic instructions. c
88225,2380,O,213381.68,1997-11-30,2-HIGH,"Clerk#000000076",0,lthily slyly unusual 
88226,1429,O,247560.13,1996-01-31,3-MEDIUM,"Clerk#000000369",0, instructions are. fu
88227,2737,F,180405.16,1994-02-14,3-MEDIUM,"Clerk#000000519",0,ly along the requests! furiously ironic packages s
88228,2489,O,99080.25,1997-02-09,4-NOT SPECIFIED,"Clerk#000000642",0," enticingly unusual deposits. bold, pending dependencie"
88229,2086,O,112577.00,1996-12-31,5-LOW,"Clerk#000000228",0,"fts. final, even dependencies about the carefully regular d"
88230,2663,F,58029.65,1994-03-14,2-HIGH,"Clerk#000000904",0,"ccounts nag regular, regular dolphins."
88231,2974,O,202377.75,1995-06-13,1-URGENT,"Clerk#000000863",0, detect regular accounts. blithely ironic sentiment
88256,2752,F,56541.54,1992-03-09,3-MEDIUM,"Clerk#000000572",0,uriously unusual requests; fluffily 
88257,1243,F,188844.90,1994-05-12,3-MEDIUM,"Clerk#000000125",0,atelets should have to wake accounts. blithely regular ideas
88258,1715,F,142987.56,1993-10-10,1-URGENT,"Clerk#000000222",0, furiously ironic frays sl
